account_id,is_suspicious_account,risk_score,rank
8218151179,0,27.93,360
9643907360,0,27.79,361
5042295819,0,27.76,362
4622157955,0,27.48,363
4859331718,0,27.43,364
5696016272,0,27.28,365
3811469901,0,27.18,366
4589211398,0,27.11,367
3594142477,0,27.08,368
3126507944,0,26.98,369
7022192990,0,26.98,370
3230649944,0,26.96,371
2836869610,0,26.82,372
9706048920,0,26.74,373
8471137992,0,26.57,374
3485414590,0,26.49,375
6109727042,0,26.3,376
9808351233,0,26.14,377
7400280178,0,26.07,378
329875920,0,25.87,379
8528595456,0,25.11,380
8336960748,0,25.03,381
3198412591,0,24.94,382
5261250709,0,24.82,383
9954399344,0,24.76,384
2680520296,0,24.56,385
492564584,0,24.53,386
5830223081,0,24.3,387
3360421260,0,24.16,388
5395183668,0,24.05,389
4303166777,0,23.81,390
5483389655,0,23.76,391
9320861805,0,23.66,392
5728226072,0,23.66,393
9259863330,0,23.65,394
1362224544,0,23.51,395
3360822188,0,23.43,396
4238032930,0,23.42,397
3132307903,0,23.34,398
2366204772,0,23.32,399
7073619642,0,23.29,400
1869456800,0,23.14,401
3986364688,0,22.74,402
5418705545,0,22.55,403
7836827138,0,22.48,404
9178836217,0,22.32,405
8115376099,0,22.14,406
8078880434,1,22.09,407
8330895234,0,22.08,408
4840545105,0,22.04,409
2422384509,0,21.86,410
439994546,0,21.75,411
9352740070,1,21.75,412
8136608171,0,21.75,413
4825480439,0,21.48,414
7789073104,0,21.36,415
7570416265,0,21.3,416
7550897404,0,21.29,417
845371593,0,21.17,418
6650242021,0,21.16,419
7625945339,1,21.15,420
555310198,0,20.99,421
9332541212,1,20.98,422
1921907612,0,20.77,423
5208711227,0,20.69,424
9341487421,0,20.64,425
759720074,0,20.6,426
1036522841,0,20.57,427
4268503032,0,20.51,428
3266531987,0,20.27,429
6925950145,0,20.17,430
5197339609,0,20.1,431
8115927808,0,20.06,432
1322213804,0,19.97,433
5019231049,0,19.92,434
3846787559,0,19.92,435
9926135884,0,19.9,436
815197860,0,19.85,437
9602396209,0,19.51,438
154677231,0,19.44,439
407290317,0,19.34,440
6813727737,0,19.22,441
51173789,0,19.18,442
9858706295,0,19.13,443
1310525716,0,19.02,444
2415647808,0,18.95,445
2852051772,0,18.82,446
2389448889,0,18.67,447
8457761196,0,18.53,448
6683572049,0,18.49,449
7241832399,0,18.39,450
5223272370,0,18.32,451
1541797481,0,18.2,452
8562739086,0,18.19,453
3255044891,0,18.18,454
6174768568,1,18.15,455
5815735318,0,18.14,456
1528092755,0,18.01,457
1780312262,0,17.99,458
4396771119,0,17.98,459
2771760009,0,17.85,460
7409214873,0,17.8,461
2187157384,0,17.79,462
4992939463,0,17.79,463
8159659554,0,17.76,464
2236273740,0,17.75,465
5439539925,0,17.73,466
754441127,0,17.7,467
4189101267,0,17.57,468
153915955,0,17.55,469
4664589854,0,17.52,470
2199035705,0,17.46,471
4629970029,0,17.41,472
6511284387,0,17.39,473
2509719921,0,17.21,474
4794364488,0,17.17,475
9757363648,0,17.14,476
557434335,0,17.11,477
3723419199,1,17.05,478
5817470252,0,16.86,479
883898143,0,16.85,480
2836506947,0,16.82,481
5142450507,0,16.79,482
3989400785,0,16.78,483
2119800842,0,16.75,484
4907006942,0,16.66,485
2183325541,0,16.5,486
1417059993,0,16.43,487
5950004256,0,16.31,488
3363153718,0,16.2,489
4339517052,0,16.19,490
2534272844,0,16.18,491
4231385822,0,16.14,492
65077249,0,16.02,493
6229243215,0,15.96,494
5679209457,0,15.81,495
7942609975,0,15.78,496
6578730321,0,15.78,497
1615002970,0,15.7,498
5362028419,0,15.68,499
7960875619,0,15.65,500
6875081433,0,15.56,501
9672385397,0,15.54,502
9096140738,0,15.53,503
6157452582,0,15.47,504
137271780,0,15.44,505
7554923197,0,15.44,506
6301647599,0,15.43,507
3576767653,0,15.38,508
2320560721,0,15.38,509
5677651434,0,15.37,510
7209538589,0,15.25,511
7587101607,0,15.24,512
1539858747,0,15.24,513
5402696227,0,15.16,514
5769453146,0,15.16,515
1322031827,0,15.13,516
9696666178,0,15.1,517
6661602018,0,14.99,518
218008708,0,14.96,519
3500660103,0,14.95,520
8088403108,0,14.92,521
5333274247,0,14.9,522
8353784441,0,14.84,523
3805015092,0,14.79,524
4597069345,0,14.7,525
6454735940,0,14.64,526
5460360634,0,14.64,527
720255241,0,14.63,528
3613082341,0,14.56,529
2284498805,0,14.52,530
1536881121,0,14.51,531
6183867950,0,14.48,532
5671344969,0,14.45,533
217000900,0,14.42,534
7738944853,0,14.38,535
2165286211,0,14.35,536
681604100,0,14.29,537
9859968237,0,14.26,538
6563122596,0,14.21,539
1995427169,0,14.19,540
4626052554,0,14.12,541
2819073724,0,14.03,542
4798905127,0,13.95,543
4448661774,0,13.94,544
9723019166,0,13.87,545
1312652615,0,13.79,546
6162333930,0,13.78,547
4600477780,0,13.78,548
1374242794,0,13.77,549
13527377,0,13.74,550
949967148,0,13.71,551
5931070343,1,13.71,552
8495876258,0,13.69,553
7602828733,0,13.63,554
7099141711,0,13.6,555
4487214134,0,13.57,556
2146862742,0,13.57,557
4529679073,0,13.49,558
4776555367,0,13.46,559
1770979406,0,13.41,560
3022138924,0,13.39,561
5523291624,0,13.36,562
1162700290,0,13.35,563
5524984670,0,13.34,564
6106832390,0,13.28,565
2644761582,0,13.26,566
435152581,0,13.24,567
7039050461,0,13.19,568
3816200667,0,13.15,569
4559649281,0,13.15,570
4832698712,0,13.13,571
7234544398,0,13.12,572
822870103,0,13.07,573
3536751515,0,13.04,574
5263982631,0,13.02,575
7765971629,0,13.01,576
9225978050,0,12.96,577
3492406477,0,12.96,578
5087385149,0,12.96,579
994846010,0,12.96,580
385607711,0,12.95,581
6674271090,0,12.93,582
7347540776,0,12.91,583
8617885134,0,12.87,584
40273221,0,12.8,585
8764888498,0,12.77,586
8080955019,0,12.75,587
2198045699,0,12.75,588
5979851927,0,12.73,589
8197196579,0,12.73,590
7302976489,0,12.71,591
3845061386,0,12.66,592
9633730394,0,12.63,593
6159416224,0,12.61,594
3131847050,0,12.55,595
6788949014,0,12.53,596
1916089334,0,12.52,597
7350455498,0,12.49,598
3221983588,0,12.49,599
8770063774,0,12.47,600
2488093397,0,12.46,601
899130800,0,12.38,602
8968152356,0,12.36,603
7032154715,0,12.34,604
7050466687,0,12.31,605
1112167338,0,12.25,606
7096475743,0,12.24,607
8587394975,0,12.12,608
9746384104,0,12.08,609
7119501621,0,12.04,610
3554837151,0,12.03,611
7228744415,0,12.02,612
2973211359,0,12.01,613
3282155790,0,11.99,614
2907944860,0,11.94,615
1002754336,0,11.94,616
5019961553,0,11.92,617
5007881669,0,11.89,618
2651814439,0,11.88,619
6223435812,0,11.81,620
9426563213,0,11.79,621
9747761953,0,11.76,622
2649480083,1,11.72,623
60687612,0,11.71,624
4600361338,0,11.67,625
4188621357,0,11.67,626
7354150524,0,11.65,627
1625915873,0,11.62,628
9888638203,0,11.61,629
7428685692,0,11.56,630
4624003491,0,11.56,631
7189128119,0,11.55,632
301609469,0,11.52,633
9785385197,0,11.5,634
7394325378,0,11.45,635
9420314368,0,11.45,636
5935776424,0,11.41,637
9991294208,0,11.39,638
6440461264,0,11.34,639
7601628361,0,11.29,640
1170249640,0,11.29,641
1722676839,0,11.27,642
9080608384,0,11.26,643
9409156543,0,11.23,644
4254692388,0,11.22,645
6517818919,0,11.21,646
7123468575,0,11.21,647
4845138828,0,11.18,648
5632167449,0,11.18,649
119946716,0,11.13,650
5644818249,1,11.13,651
6110134276,0,11.12,652
5377813366,0,11.07,653
5008453588,0,11.04,654
5052578430,0,10.97,655
8805942835,0,10.97,656
1491989064,0,10.96,657
3224418950,0,10.95,658
2013350717,0,10.89,659
5530657888,0,10.85,660
4914354074,0,10.84,661
291807115,0,10.77,662
3848090497,0,10.76,663
6916693776,0,10.75,664
7810500956,0,10.66,665
8222736878,0,10.64,666
6365805056,0,10.63,667
7407541388,0,10.61,668
9186430345,0,10.61,669
5256639835,0,10.6,670
7531250580,0,10.56,671
8915239131,0,10.54,672
3190416155,0,10.53,673
1218178203,0,10.52,674
1472624642,0,10.52,675
736630600,0,10.51,676
3548585281,0,10.5,677
4245387543,0,10.5,678
9733729884,0,10.5,679
290701798,0,10.49,680
8419943844,0,10.48,681
4804993553,0,10.45,682
2808861834,0,10.43,683
8569687956,0,10.41,684
6563349755,0,10.39,685
7927797932,0,10.38,686
9236433132,0,10.34,687
1203252958,0,10.29,688
5587699293,0,10.28,689
8039556217,0,10.22,690
7597044592,0,10.22,691
6714264640,0,10.21,692
8419174899,0,10.21,693
9794412271,0,10.21,694
509292472,0,10.2,695
4291314283,0,10.2,696
8960679541,0,10.19,697
8273335517,0,10.18,698
9660969279,0,10.17,699
5396594127,1,10.16,700
1582224775,0,10.15,701
8657364513,0,10.13,702
4086478023,0,10.12,703
3026980368,0,10.11,704
2911671630,0,10.02,705
622563575,0,10.01,706
403198469,0,10.01,707
9837735529,0,10.0,708
5325005224,0,10.0,709
9294746700,0,9.99,710
9876148851,0,9.99,711
7600648331,0,9.97,712
8987848252,0,9.96,713
9545425933,0,9.93,714
5992045283,0,9.9,715
934071139,0,9.89,716
7356778350,0,9.87,717
8167772221,0,9.85,718
3180844206,0,9.84,719
8760266119,0,9.84,720
1579778481,0,9.83,721
7492806173,0,9.82,722
2402226462,0,9.82,723
5245452715,0,9.8,724
5607680555,0,9.79,725
1526266472,0,9.77,726
8470477504,0,9.75,727
8384366919,0,9.75,728
2399674319,0,9.73,729
2890214300,0,9.72,730
8095559103,0,9.72,731
5681915589,0,9.69,732
490499934,0,9.68,733
2181066331,0,9.67,734
2897135582,0,9.67,735
1938030641,0,9.66,736
5109623450,0,9.66,737
2371836340,0,9.66,738
1322696704,0,9.65,739
59113258,0,9.64,740
2699549684,0,9.63,741
7516627308,0,9.6,742
3006495344,0,9.6,743
6752456894,0,9.59,744
6013094523,0,9.52,745
1236944105,0,9.52,746
6238085969,0,9.51,747
9552949526,0,9.5,748
3883907165,0,9.49,749
5738964108,0,9.46,750
5473047925,0,9.45,751
3988397498,0,9.43,752
9713076501,0,9.42,753
2342866371,0,9.42,754
8163505753,0,9.36,755
9715458215,0,9.36,756
7658443327,0,9.35,757
1673380014,0,9.33,758
1398057556,0,9.32,759
8321985428,0,9.32,760
2055549144,0,9.32,761
6697419125,0,9.28,762
2740796178,0,9.27,763
8519589873,0,9.26,764
4074980498,0,9.24,765
8992550842,0,9.2,766
3847138032,0,9.2,767
5749476890,0,9.18,768
8914463499,0,9.17,769
2810377546,0,9.17,770
7468481487,0,9.14,771
5086503902,0,9.13,772
4174441975,0,9.11,773
3785361189,0,9.09,774
1455051313,0,9.08,775
5105683193,0,9.05,776
6341342707,0,9.04,777
1057924522,0,8.97,778
9671550116,0,8.96,779
522606754,0,8.94,780
5015151454,0,8.94,781
5260268570,0,8.92,782
3459649251,0,8.9,783
366794694,0,8.89,784
9713367087,0,8.84,785
3558229195,0,8.84,786
3487255283,0,8.83,787
6004662654,0,8.82,788
1224704988,0,8.82,789
7373886737,0,8.81,790
5021027861,0,8.81,791
4445892763,0,8.8,792
5258627201,0,8.78,793
8642841708,0,8.77,794
5892586190,0,8.77,795
9034752584,0,8.74,796
8094120479,0,8.73,797
4038415588,0,8.69,798
3485634100,0,8.66,799
8514715295,0,8.66,800
1781009810,0,8.65,801
2209042536,0,8.61,802
7935562435,0,8.6,803
7332435745,0,8.58,804
7223581743,0,8.56,805
553781253,0,8.56,806
7321579312,0,8.53,807
4754254631,0,8.53,808
8683543845,1,8.5,809
9348471518,0,8.49,810
9439563537,0,8.49,811
7650021644,0,8.48,812
4922780343,0,8.47,813
8043079684,0,8.47,814
1935457766,0,8.47,815
9378170816,0,8.44,816
4304585899,0,8.42,817
8563263810,0,8.41,818
3856514066,0,8.41,819
480172293,0,8.4,820
1605746482,0,8.4,821
6976716260,0,8.38,822
8185721321,0,8.37,823
6186912610,0,8.33,824
8830513570,0,8.32,825
3488949353,0,8.31,826
9326182833,0,8.3,827
9042897325,0,8.3,828
6926996630,0,8.3,829
8192587178,0,8.29,830
9665128183,0,8.29,831
7344374322,0,8.28,832
512735624,0,8.27,833
9017186262,0,8.26,834
2547158022,0,8.26,835
3776976361,0,8.23,836
6266999813,0,8.23,837
1701584130,0,8.2,838
8795520921,0,8.18,839
8628143323,0,8.16,840
2887086072,0,8.15,841
6109062028,0,8.14,842
1545180132,0,8.14,843
7084814851,0,8.13,844
4821439899,0,8.13,845
5445320475,0,8.12,846
78750373,1,8.08,847
1106330930,0,8.07,848
2089767996,0,8.05,849
5664695093,0,8.04,850
9367831660,0,8.03,851
9437364982,0,8.01,852
7975935824,0,8.0,853
6764518163,0,7.99,854
6055689959,0,7.98,855
2582625514,0,7.96,856
2144370074,0,7.95,857
3331273253,0,7.94,858
3219278162,0,7.93,859
3819473477,0,7.89,860
3347487496,0,7.88,861
4453556509,0,7.86,862
1293195508,0,7.86,863
3049695296,0,7.85,864
9091509338,0,7.83,865
9776757219,0,7.82,866
5228006041,0,7.8,867
1171621797,0,7.8,868
6162961822,0,7.79,869
188929394,0,7.78,870
6138854473,0,7.78,871
5901930134,0,7.77,872
7196152875,0,7.76,873
1956602673,0,7.75,874
732263532,0,7.75,875
7556874867,0,7.73,876
2032861182,0,7.73,877
3964093348,0,7.72,878
1876814615,0,7.72,879
3214173061,0,7.7,880
8067092218,0,7.68,881
1090539881,0,7.68,882
1814149102,0,7.68,883
5626509486,0,7.67,884
4230972642,0,7.66,885
7587881443,0,7.66,886
4428407244,0,7.66,887
8907504449,0,7.64,888
4548696500,0,7.64,889
1726662427,0,7.61,890
1798141400,0,7.6,891
4092935105,0,7.6,892
3859521668,0,7.57,893
5547772745,0,7.57,894
3187661170,0,7.54,895
2892351297,0,7.53,896
3471795441,0,7.53,897
220207910,0,7.53,898
1823731485,0,7.52,899
4554217488,0,7.52,900
8325668773,0,7.52,901
2506720268,0,7.51,902
8919600998,0,7.51,903
4858666745,0,7.5,904
2868710504,0,7.49,905
2143937087,0,7.49,906
3523180313,0,7.48,907
1201378903,0,7.48,908
7509921200,0,7.47,909
4624222122,1,7.45,910
7130108910,0,7.44,911
7398885952,0,7.44,912
6350262919,0,7.43,913
605790554,0,7.43,914
462849272,0,7.42,915
5427952777,0,7.42,916
4052790576,0,7.42,917
7599581002,0,7.41,918
2789286641,0,7.41,919
8614030889,0,7.39,920
9910516477,0,7.39,921
3649736469,0,7.38,922
9940885521,0,7.36,923
7630605129,0,7.35,924
7895541251,0,7.35,925
757180262,0,7.33,926
2894293610,0,7.31,927
1735440344,0,7.3,928
3379427618,0,7.28,929
7574724143,0,7.27,930
3115773619,0,7.26,931
3403029944,0,7.26,932
6572980313,0,7.25,933
756981506,0,7.25,934
9028820984,0,7.24,935
7412020777,0,7.23,936
8230879416,0,7.21,937
9662213377,0,7.17,938
6312529599,0,7.14,939
2510785672,0,7.14,940
908559902,0,7.13,941
432088669,0,7.13,942
1179981989,0,7.13,943
9615000,0,7.13,944
3028665866,0,7.11,945
348392039,0,7.09,946
558145898,0,7.09,947
4399705792,0,7.08,948
7069742223,0,7.07,949
2020131745,0,7.07,950
994940035,0,7.05,951
9221298773,0,7.05,952
6733325909,0,7.02,953
5187142377,0,7.02,954
5743947142,0,7.02,955
6111980525,0,7.02,956
4768734155,0,7.01,957
8517531999,0,7.0,958
9817602105,0,6.99,959
3427830307,0,6.99,960
7897042353,0,6.97,961
8886498932,0,6.96,962
4989799808,0,6.96,963
7587534859,0,6.96,964
6007315704,0,6.95,965
5458025972,0,6.94,966
6658120999,0,6.92,967
1655245537,0,6.91,968
4958167328,0,6.89,969
8544620861,0,6.88,970
1017415842,0,6.87,971
4446693413,0,6.87,972
5469723863,0,6.87,973
7339283309,0,6.87,974
8361723730,0,6.86,975
3889184824,0,6.82,976
244549331,0,6.78,977
2701397758,0,6.78,978
4284452699,0,6.77,979
3431166341,0,6.76,980
6835695537,0,6.76,981
3523922106,0,6.76,982
2793921351,0,6.74,983
5715003888,0,6.74,984
8916788449,0,6.73,985
3905907712,0,6.73,986
6665047895,0,6.71,987
3937777106,0,6.71,988
603894773,0,6.71,989
269958820,0,6.71,990
264678827,0,6.68,991
7172977472,0,6.68,992
415148760,0,6.65,993
4159205679,0,6.65,994
286328828,0,6.64,995
5278383549,0,6.63,996
9896903385,0,6.62,997
9573789424,0,6.62,998
8508733578,0,6.59,999
6611885027,0,6.57,1000
6541461425,0,6.56,1001
6714610889,0,6.55,1002
3159757730,0,6.54,1003
7815302114,0,6.53,1004
2498232404,0,6.52,1005
4596053497,0,6.52,1006
1976420245,0,6.51,1007
1243655595,0,6.5,1008
1921431747,0,6.48,1009
2557235948,0,6.48,1010
8934009152,0,6.46,1011
5866779670,0,6.45,1012
54596537,0,6.44,1013
4177234805,0,6.44,1014
5019040344,0,6.44,1015
8570419342,0,6.44,1016
4135349895,0,6.43,1017
8355729336,0,6.4,1018
772845860,0,6.39,1019
1963292234,0,6.36,1020
7067073417,1,6.36,1021
5711826554,0,6.36,1022
5169629077,0,6.34,1023
3221521502,0,6.34,1024
3883582517,0,6.34,1025
8515670469,0,6.33,1026
8295674373,0,6.33,1027
6361325890,0,6.32,1028
5595948615,0,6.32,1029
3770025609,0,6.32,1030
3610413384,0,6.31,1031
1102317405,0,6.3,1032
9612997120,0,6.3,1033
4801511087,0,6.3,1034
1071543619,0,6.29,1035
1915242789,0,6.28,1036
8305121937,0,6.28,1037
7711107682,0,6.27,1038
2139787828,0,6.27,1039
677914604,0,6.27,1040
3854788331,0,6.27,1041
7805835738,0,6.26,1042
1949450312,0,6.24,1043
1782263940,0,6.24,1044
9024915685,0,6.22,1045
5691314632,0,6.21,1046
2509831973,0,6.21,1047
116646449,0,6.2,1048
2752218977,0,6.17,1049
5557620276,1,6.16,1050
7850617289,0,6.16,1051
406694508,0,6.15,1052
5840737259,0,6.15,1053
5896180453,0,6.15,1054
980191499,0,6.13,1055
8330161543,0,6.13,1056
2788302655,0,6.13,1057
2984074945,0,6.13,1058
1552290493,0,6.12,1059
6996298265,0,6.11,1060
9304355924,0,6.1,1061
7446490275,0,6.1,1062
454801132,0,6.09,1063
9033213100,0,6.09,1064
3538381077,0,6.09,1065
5596120052,0,6.09,1066
2408682447,0,6.08,1067
9179022494,0,6.07,1068
5611432068,0,6.05,1069
8023557317,0,6.05,1070
5966015942,0,6.04,1071
5021785800,0,6.02,1072
8674008086,0,6.02,1073
6135828443,0,6.01,1074
7439554821,0,6.01,1075
